3762852896.270546	1802.679781	41.523679	35.015110	6.997559	4.030856
   3762852897.270903	1804.593421	41.738786	35.005627	7.005211	4.034019
   3762852898.271220	1804.593421	41.927250	34.964535	6.995646	4.015044
   3762852899.271731	1807.144941	42.147515	34.967696	7.009037	4.024531
   3762852900.271442	1805.869181	42.264896	34.967696	7.001385	4.037181
   3762852901.271620	1801.722961	42.396608	34.996144	6.999472	4.019787
   3762852902.272362	1801.085081	42.572001	34.964535	7.009037	4.026112
   3762852903.273307	1802.360841	42.684137	34.970857	7.012863	4.026112
   3762852904.272627	1803.317661	42.795936	35.018271	7.010950	4.019787
   3762852905.273715	1804.274481	42.890390	34.992984	7.007124	4.024531
   3762852906.274527	1807.782821	42.978682	35.024593	7.001385	4.019787
   3762852907.273658	1806.188121	43.079860	34.992984	7.003298	4.029275
   3762852908.273993	1806.507061	43.155522	34.989823	7.009037	4.029275
   3762852909.274403	1804.593421	43.244608	34.992984	7.014776	4.029275
   3762852910.275626	1803.636601	43.320447	34.989823	7.001385	4.019787
   3762852911.274913	1807.144941	43.363230	34.961374	7.010950	4.029275
   3762852912.275012	1804.274481	43.439039	35.024593	7.014776	4.021369
   3762852913.275221	1807.782821	43.490157	34.958213	7.005211	4.032437
   3762852914.275969	1802.360841	43.536580	34.983501	7.001385	4.024531
   3762852915.275860	1801.085081	43.570833	34.989823	7.001385	4.022950
   3762852916.277075	1800.447201	43.609754	34.986662	7.012863	4.027694
   3762852917.276937	1801.085081	43.655592	34.980340	7.010950	4.019787
   3762852918.277393	1801.722961	43.692026	34.989823	7.007124	4.026112
   3762852919.277534	1802.679781	43.707282	34.970857	7.024341	4.026112
   3762852920.277466	1803.317661	43.777544	34.989823	6.997559	4.030856
   3762852921.277483	1805.869181	43.745131	34.992984	7.001385	4.030856
   3762852922.277542	1804.912361	43.776475	34.980340	6.995646	4.022950
   3762852923.278534	1804.593421	43.795701	34.980340	6.995646	4.022950
   3762852924.278550	1800.128261	43.832200	34.989823	7.001385	4.022950
   3762852925.278513	1796.619921	43.828021	34.996144	6.995646	4.018206
   3762852926.278301	1799.809321	43.852816	34.951891	7.012863	4.021369
   3762852927.279078	1800.447201	43.854929	34.967696	7.001385	4.024531
   3762852928.279012	1802.998721	43.835685	34.992984	6.995646	4.024531
   3762852929.278336	1803.636601	43.878495	34.992984	6.997559	4.043506
   3762852930.278863	1803.317661	43.826744	34.989823	7.003298	4.037181
   3762852931.278872	1802.041901	43.832271	34.974018	7.009037	4.032437
   3762852932.278603	1801.085081	43.865541	35.005627	6.997559	4.029275
   3762852933.278814	1804.593421	43.821152	34.986662	7.001385	4.024531
   3762852934.279258	1804.274481	43.815160	34.999305	7.007124	4.021369
   3762852935.279706	1803.955541	43.829974	34.986662	6.999472	4.027694
   3762852936.280795	1803.955541	43.822313	34.983501	7.001385	4.026112
   3762852937.280702	1808.420701	43.819133	34.974018	7.007124	4.026112
   3762852938.281546	1809.058581	43.794312	34.992984	7.005211	4.038762
   3762852939.281725	1807.782821	43.772559	34.996144	7.003298	4.024531
   3762852940.282177	1806.507061	43.805900	35.027754	7.003298	4.016625
   3762852941.282449	1801.404021	43.806504	35.024593	7.007124	4.030856
   3762852942.281786	1801.085081	43.768241	34.992984	7.005211	4.026112
   3762852943.282492	1800.447201	43.760718	34.996144	7.010950	4.026112
   3762852944.282495	1800.128261	43.733714	35.027754	6.991820	4.035600
