3759404797.678342	121.228101	60.723197	35.046720	7.009037	4.018206
   3759404798.678189	119.952341	60.730232	35.024593	7.010950	4.024531
   3759404799.678382	122.184921	60.716699	35.018271	7.010950	4.026112
   3759404800.678471	121.228101	60.770100	35.005627	7.005211	4.027694
   3759404801.678156	120.590221	60.770583	35.011949	7.022428	4.016625
   3759404802.678231	119.633401	60.792311	35.018271	7.003298	4.040344
   3759404803.678277	118.676581	60.737691	35.008788	7.005211	4.024531
   3759404804.678288	120.271281	60.778996	35.005627	6.997559	4.019787
   3759404805.678314	121.228101	60.754198	35.011949	7.009037	4.026112
   3759404806.677902	118.676581	60.743305	34.983501	7.018602	4.026112
   3759404807.678507	118.995521	60.786661	35.024593	6.997559	4.021369
   3759404808.678515	118.676581	60.751601	34.996144	7.014776	4.034019
   3759404809.678524	118.038701	60.763725	35.024593	6.999472	4.019787
   3759404810.678530	118.676581	60.758659	35.018271	7.010950	4.013462
   3759404811.678538	120.271281	60.788935	35.030915	7.018602	4.024531
   3759404812.678524	119.633401	60.797501	35.049881	6.997559	4.026112
   3759404813.678072	119.633401	60.793430	35.030915	7.007124	4.032437
   3759404814.678551	118.038701	60.807235	35.024593	7.007124	4.019787
   3759404815.678442	119.952341	60.787639	35.021432	7.003298	4.022950
   3759404816.678566	120.909161	60.801425	35.015110	7.010950	4.022950
   3759404817.678575	121.228101	60.815400	35.011949	6.995646	4.034019
   3759404818.678579	119.633401	60.804813	35.011949	6.991820	4.019787
   3759404819.678349	120.271281	60.794727	35.018271	6.991820	4.029275
   3759404820.678318	119.314461	60.814787	35.015110	7.010950	4.022950
   3759404821.679442	119.633401	60.796206	35.024593	7.010950	4.026112
   3759404822.680694	118.676581	60.799210	35.024593	6.999472	4.035600
   3759404823.681693	118.357641	60.802245	35.015110	6.999472	4.024531
   3759404824.681248	119.633401	60.817880	35.027754	7.009037	4.026112
   3759404825.680907	120.909161	60.869801	35.027754	6.999472	4.026112
   3759404826.681257	121.547041	60.853617	35.043559	7.010950	4.026112
   3759404827.681653	120.590221	60.860328	35.030915	7.005211	4.019787
   3759404828.682131	119.952341	60.867939	35.015110	7.009037	4.021369
   3759404829.682699	118.676581	60.874625	35.021432	7.012863	4.026112
   3759404830.681980	118.995521	60.835773	35.021432	7.007124	4.018206
   3759404831.681950	118.995521	60.904454	35.040398	7.003298	4.032437
   3759404832.681814	118.038701	60.885543	34.977179	6.999472	4.024531
   3759404833.682941	118.676581	60.866814	35.024593	7.007124	4.013462
   3759404834.683326	117.400821	60.902992	35.024593	6.999472	4.043506
   3759404835.684045	118.995521	60.878037	35.018271	7.012863	4.029275
   3759404836.684841	119.314461	60.865884	35.018271	7.012863	4.024531
   3759404837.685717	118.676581	60.906115	35.040398	7.016689	4.027694
   3759404838.684881	119.952341	60.878043	35.040398	7.018602	4.022950
   3759404839.685918	119.952341	60.890309	35.018271	7.009037	4.019787
   3759404840.686527	120.909161	60.908035	35.021432	7.009037	4.024531
   3759404841.686565	120.590221	60.929438	35.024593	7.010950	4.026112
   3759404842.686721	119.314461	60.924455	34.989823	6.999472	4.021369
