3764754223.159346	1803.317661	37.742854	35.002466	6.469571	4.032437
   3764754224.159430	1803.955541	37.784669	35.011949	6.980342	4.024531
   3764754225.160701	1802.679781	37.787427	35.043559	7.273030	4.030856
   3764754226.159982	1802.360841	37.800505	34.999305	7.818235	4.037181
   3764754227.160779	1798.533561	37.829825	35.034076	7.699629	4.037181
   3764754228.161817	1800.128261	37.857468	34.977179	7.502590	4.041925
   3764754229.161579	1800.766141	37.861932	34.992984	7.833539	4.024531
   3764754230.162179	1800.447201	37.869427	34.974018	7.825887	4.029275
   3764754231.164001	1801.085081	37.881497	35.008788	7.240509	4.026112
   3764754232.164173	1803.317661	37.931587	35.043559	7.173554	4.043506
   3764754233.164877	1805.550241	37.942881	35.015110	7.190771	4.029275
   3764754234.164771	1803.955541	37.996995	35.005627	7.320855	4.029275
   3764754235.164279	1804.593421	37.998777	34.967696	7.089383	4.021369
   3764754236.165008	1804.912361	37.996770	34.967696	7.336159	4.026112
   3764754237.165194	1804.274481	38.003958	35.021432	7.605892	4.030856
   3764754238.165496	1800.766141	37.979609	34.999305	7.713020	4.040344
   3764754239.165311	1799.809321	37.993330	35.002466	7.259639	4.022950
   3764754240.165600	1801.722961	38.001982	35.008788	7.313203	4.024531
   3764754241.166315	1804.593421	38.005754	35.002466	6.637915	4.026112
   3764754242.166892	1807.782821	38.030172	35.005627	7.244335	4.029275
   3764754243.166547	1805.550241	38.017175	34.999305	7.238596	4.029275
   3764754244.166422	1809.058581	38.070955	35.002466	7.127643	4.030856
   3764754245.167146	1805.869181	38.066279	34.980340	6.653219	4.026112
   3764754246.167530	1804.912361	38.098831	35.005627	6.873214	4.021369
   3764754247.169159	1802.998721	38.127198	34.974018	6.461919	4.022950
   3764754248.168867	1803.955541	38.175068	34.996144	7.112339	4.022950
   3764754249.168581	1804.912361	38.177328	35.015110	6.389225	4.034019
   3764754250.168477	1802.998721	38.187787	35.040398	6.942082	4.019787
   3764754251.168640	1798.533561	38.230616	35.015110	6.808172	4.043506
